# {'li': -1, 'lf': -1, 'meshx': 16, 'meshy': 16, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 1, 'omega': 4.5e+16}
1.275988870019580282e-10 2.581834381864767680e-10 3.744032553216343882e-10 6.483679405053577550e-10 1.544986877938232693e-09 2.452621909270480656e-09 4.868577859281958150e-09 1.253299989194055472e-08 2.989398171828886276e-08 4.697030641633593842e-08 5.359374619288788637e-08 4.700367465635346004e-08 3.000933529684331029e-08 1.259412354055002298e-08 4.823665429010770841e-09 2.334492167617114153e-09
2.582941846352504433e-10 3.758435085299525434e-10 5.787049398660626673e-10 1.353978423561976725e-09 2.516682855441219833e-09 5.284106337771413816e-09 1.800672869203202881e-08 5.231561245719327158e-08 9.999301305716561333e-08 1.769467646212430476e-07 2.242611189514381259e-07 1.766549673518707761e-07 9.941710938416104099e-08 5.180615330741728724e-08 1.770250718122690258e-08 5.058801179751479198e-09
3.744972486028341993e-10 5.778313340024469724e-10 1.151085723153632665e-09 2.647758565602794308e-09 4.692553997197335405e-09 1.414464157716599700e-08 5.223913371505773785e-08 1.391748989998893875e-07 5.234288872661019733e-07 1.704656526219695799e-06 2.662976109043256498e-06 1.714044929865656503e-06 5.263635798344172078e-07 1.390958437163303933e-07 5.108827934199135260e-08 1.292212328746639667e-08
6.492875059411043616e-10 1.351226944154881805e-09 2.646638394135311977e-09 4.407058081219276638e-09 8.744615180989890322e-09 3.351904738095012559e-08 1.011724852577961848e-07 5.128170248865619762e-07 3.798567486899779746e-06 8.538341799199615766e-06 7.245113247740038898e-06 8.591427093519773663e-06 3.832633524856862348e-06 5.125180643888752128e-07 9.882716423319763477e-08 3.063775771110655075e-08
1.545226257243520217e-09 2.519034346177836077e-09 4.693528478489039090e-09 8.738336489922390726e-09 1.965921096664563121e-08 6.204511126788421785e-08 1.904097461102741614e-07 1.565582282115637984e-06 7.671027215250489722e-06 1.077710482150890007e-06 3.837247007508993349e-06 1.147307163593593119e-06 7.759265665252039571e-06 1.555871174006832213e-06 1.763628098164104011e-07 5.061025966975166560e-08
2.454859995233683091e-09 5.285258983153782435e-09 1.413665927251008011e-08 3.346071430856755718e-08 6.196269705153377211e-08 1.216241218529683386e-07 3.232348894740143710e-07 2.419682469144484480e-06 5.450181989279872099e-06 6.150912026304266149e-06 1.789217294437058420e-06 6.132219011029645261e-06 5.565316957192059950e-06 2.346095505727253142e-06 2.544997554483516059e-07 6.335340125575630151e-08
4.868538934251622541e-09 1.800540198751543964e-08 5.219450045429971354e-08 1.010973451884052235e-07 1.905430632598283140e-07 3.240880867159367358e-07 5.796874678706022690e-07 2.355114767811395735e-06 5.224216803467064940e-06 3.281452566219605504e-06 1.262663205770663012e-06 3.570751178823287127e-06 5.196258537008895074e-06 2.058917453362021870e-06 3.062997167233069095e-07 7.580946652669320991e-08
1.253022808965536723e-08 5.233358554910181425e-08 1.392296887831908728e-07 5.128027126615508143e-07 1.564035804439080327e-06 2.419272808409401840e-06 2.357921220829705842e-06 3.547411161161818288e-06 7.280244543324126147e-06 2.635692961427533322e-06 5.081975674564374095e-06 3.194296735135215440e-06 6.397005175520584484e-06 1.854524793926552435e-06 3.810556496709530004e-07 9.942334009834966270e-08
2.994470588352963461e-08 1.000501090400256528e-07 5.232509253764182627e-07 3.796457575079421979e-06 7.588424603957617803e-06 5.271515256499506043e-06 5.099491649760996143e-06 7.282282306603172703e-06 1.156056818186541567e-05 7.269757435755302788e-06 1.090239245170261366e-05 1.343998145518925451e-05 1.308848189949111035e-05 2.761527282763991339e-06 5.112194744718856470e-07 1.405209408656424585e-07
4.706737436956868777e-08 1.770853334151171799e-07 1.706262425811278670e-06 8.571647228934441690e-06 1.144058965681420953e-06 6.351927425023483960e-06 3.295645558674685599e-06 2.642271403617153092e-06 7.125264606805344452e-06 7.987384767489972428e-06 9.167747206944359411e-06 6.923487324950837728e-06 2.415243424762306433e-05 5.578616436805971493e-06 7.088296105312371904e-07 1.780954656052646775e-07
