# {'li': 1, 'lf': 1, 'meshx': 64, 'meshy': 64, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 1, 'omega': 4500000000000000.0}
2.600807202007106578e-01 2.651095471135122561e-01 2.708950630069084098e-01 2.777455709646117210e-01 2.851000717409016838e-01 2.924750476403226718e-01 3.003024599581722853e-01 3.093760357352908219e-01 3.200091907231861210e-01 3.321866670477180428e-01 3.456009020933386577e-01 3.598948810096767037e-01 3.751296357617625032e-01 3.917523779779434334e-01 4.102624414416434773e-01 4.307593655913853903e-01 4.528726203950163565e-01 4.761782614660596269e-01 5.006169689127412115e-01 5.263907419956498357e-01 5.538744792568207620e-01 5.831304351509967177e-01 6.139633892580389496e-01 6.463655641932160023e-01 6.806868678114819105e-01 7.173154730755334496e-01 7.564041391392006819e-01 7.978010523830261214e-01 8.417501828758433557e-01 8.892901195490169330e-01 9.412944499751572103e-01 9.975673839695309297e-01 1.056820106336339160e+00 1.118068091227643501e+00 1.181850072908970262e+00 1.249447313467011211e+00 1.320427604524825105e+00 1.392766765832073261e+00 1.464875605087398780e+00 1.537883132818966825e+00 1.614178597510967927e+00 1.694082651971033471e+00 1.774214829220985612e+00 1.851138062091479464e+00 1.924318719292086977e+00 1.994854469163886534e+00 2.060891491099269057e+00 2.116605749791473201e+00 2.155406035672923437e+00 2.175450902158825528e+00 2.179209477745673418e+00 2.168975871873605410e+00 2.144611471721049600e+00 2.105779307519917598e+00 2.054990190034697850e+00 1.996955295394135632e+00 1.934242604922988162e+00 1.865818973728480046e+00 1.790344885800929653e+00 1.709171838079275085e+00 1.626252386063356870e+00 1.544452989484863981e+00 1.463322232742169327e+00 1.381943036836908334e+00
2.651080885879232851e-01 2.711226223266836599e-01 2.780141091633367978e-01 2.858112246346444785e-01 2.937911388266764012e-01 3.014944330048967558e-01 3.095282215804622261e-01 3.188518780964383903e-01 3.299006242746303497e-01 3.426324987534608013e-01 3.567562668966279826e-01 3.719759771046807773e-01 3.883887590270757029e-01 4.064872195993298742e-01 4.267216451868069971e-01 4.490700058513872883e-01 4.731039116128517574e-01 4.984470836968837304e-01 5.251333486078599844e-01 5.536798817202823741e-01 5.846485254065550974e-01 6.182187944644025324e-01 6.541715867867917700e-01 6.923905311465652357e-01 7.332906280508904029e-01 7.776424071161394114e-01 8.259106496879804471e-01 8.781593148483658462e-01 9.345241553266308010e-01 9.954786590176767369e-01 1.061460059671393896e+00 1.131655649603595215e+00 1.204277927500385870e+00 1.278134341979695110e+00 1.353928247077431646e+00 1.433424272027552071e+00 1.516771924544893402e+00 1.602028309369061265e+00 1.687686958684595950e+00 1.775046260417479038e+00 1.866713174446798407e+00 1.963057414420510405e+00 2.060018234092266809e+00 2.153426142496194018e+00 2.242210920645715255e+00 2.327147499730429558e+00 2.406039787802932928e+00 2.471925151674499332e+00 2.517345990592803062e+00 2.539955339516394517e+00 2.542136669561929185e+00 2.526210467268875881e+00 2.491766595964191922e+00 2.438297292908983671e+00 2.369100831227838988e+00 2.289963987559496150e+00 2.204608568233199506e+00 2.113108762113319106e+00 2.014796961096884331e+00 1.911923970004438145e+00 1.808878787729849114e+00 1.708441088088886284e+00 1.609987913552407779e+00 1.512959588330469174e+00
2.708924573622635834e-01 2.780130820268439384e-01 2.858695415382737637e-01 2.943072714888200214e-01 3.025718149498684006e-01 3.103716614603567736e-01 3.185312786028864918e-01 3.281424579074904146e-01 3.396509818897387456e-01 3.529734243531471027e-01 3.678423657177704031e-01 3.840538986612272998e-01 4.017464787645757540e-01 4.213786699735894148e-01 4.433015981224641133e-01 4.674028285431125473e-01 4.933182138401020489e-01 5.208271618544018100e-01 5.501560335566565429e-01 5.820265790531788941e-01 6.171043252377071964e-01 6.555956459879459519e-01 6.973318420383988192e-01 7.422635659899832206e-01 7.910740826999655972e-01 8.449730875726868540e-01 9.046872643464909380e-01 9.701955288202847028e-01 1.041057480542339153e+00 1.116834296558429696e+00 1.197197663349532037e+00 1.280892828316486654e+00 1.365960270757355266e+00 1.451577187385557410e+00 1.539135986527729427e+00 1.631176246871723468e+00 1.728566707896323162e+00 1.829458714674644382e+00 1.932120933350387926e+00 2.037782194145477455e+00 2.149197847152538809e+00 2.266463450712967731e+00 2.384782792450157451e+00 2.498796417491306876e+00 2.606653576871258871e+00 2.708856833102487371e+00 2.802671646895622093e+00 2.880177936064062028e+00 2.933155577502700062e+00 2.958966573227015395e+00 2.960104191602979107e+00 2.939091872875985612e+00 2.895105295865867401e+00 2.827243010945016621e+00 2.738898766684844777e+00 2.636364575371700880e+00 2.524417521452825941e+00 2.404534402140181104e+00 2.277699851130353892e+00 2.147873245169616752e+00 2.020383163890306033e+00 1.897783953831413184e+00 1.778894346043449870e+00 1.663156960745507451e+00
2.777426413263993088e-01 2.858104400433475467e-01 2.943079224287128426e-01 3.030431175167627722e-01 3.113457911332193628e-01 3.191599689595991940e-01 3.274732411488402439e-01 3.374453570008653092e-01 3.494759590959893858e-01 3.634363177426985225e-01 3.791051363671338881e-01 3.963741647821188430e-01 4.153921473163079137e-01 4.365511404232336190e-01 4.600999480283708420e-01 4.858856703295260093e-01 5.137334807227277311e-01 5.436279378104102999e-01 5.760176911061207772e-01 6.117357047011970916e-01 6.514857561643481176e-01 6.955161637596694035e-01 7.438808232753635341e-01 7.967847394292257857e-01 8.553184009199076288e-01 9.210155063425657929e-01 9.945308282135585376e-01 1.075289352565619083e+00 1.161767604648014540e+00 1.252437605215612093e+00 1.346425100785907381e+00 1.442721346689949335e+00 1.539902714861461686e+00 1.638120001765035916e+00 1.739566300499833851e+00 1.847572996815215030e+00 1.963595732212163547e+00 2.085781317293031734e+00 2.211694906055961418e+00 2.342378005434814003e+00 2.480292102815771393e+00 2.624935707990804445e+00 2.770570776201000562e+00 2.910444606358813857e+00 3.041447390577951104e+00 3.163749959164163350e+00 3.273743175469667310e+00 3.362520120770633003e+00 3.421276899653244552e+00 3.447603783472841243e+00 3.444692380594580161e+00 3.415899194339253597e+00 3.360357364276060910e+00 3.276830248740552065e+00 3.168431639403359590e+00 3.041099687482836877e+00 2.899808808563109519e+00 2.747150774890242175e+00 2.586188017388864058e+00 2.423395104155846802e+00 2.265986986831036720e+00 2.116669832181521382e+00 1.973682479896415209e+00 1.836127028935314653e+00
2.850991556767675794e-01 2.937933678175150831e-01 3.025759182767631117e-01 3.113492513605819467e-01 3.196196102360873148e-01 3.273590857125475151e-01 3.357113427702828612e-01 3.459114954315430923e-01 3.583212526718737578e-01 3.728517650480294154e-01 3.893100851887797420e-01 4.075530646090155251e-01 4.277682520786726394e-01 4.502412967688843581e-01 4.751343186604976010e-01 5.024539219376661370e-01 5.321399067943208827e-01 5.644812215606040962e-01 6.001685912419090219e-01 6.400531040792907245e-01 6.849456246212478616e-01 7.354026521264549476e-01 7.916532390617077031e-01 8.544561611631057430e-01 9.252167784862552757e-01 1.005411302558370412e+00 1.095405651321896823e+00 1.193463553202740446e+00 1.296757159005307081e+00 1.403239731331526130e+00 1.512233661679338370e+00 1.623902136077727043e+00 1.738385142104599268e+00 1.856129488152769014e+00 1.980130642456782608e+00 2.114232319662550097e+00 2.259932807533015175e+00 2.415203037465266878e+00 2.576508681489563024e+00 2.743887902572822668e+00 2.919422062305180976e+00 3.101655783295487190e+00 3.283164590406235206e+00 3.454903714730102049e+00 3.612555870671484648e+00 3.755636166360079908e+00 3.879556017583603023e+00 3.974585491794707437e+00 4.031208196111332853e+00 4.047634837334199709e+00 4.029678540931138642e+00 3.981841489697311331e+00 3.904393267168871695e+00 3.796690575470623941e+00 3.661431575814866335e+00 3.504488694666421544e+00 3.329884918553631223e+00 3.139785307927429159e+00 2.938945655764985787e+00 2.736577324583129300e+00 2.542333919262684372e+00 2.360465784775458431e+00 2.188703992243352658e+00 2.025721257482939741e+00
2.924797162587722266e-01 3.015026534143944725e-01 3.103815871531826476e-01 3.191690059920381239e-01 3.273642120378594256e-01 3.349315889203631769e-01 3.430693911996319234e-01 3.531703899838101179e-01 3.656913352955997176e-01 3.805885771241482862e-01 3.976382215991083324e-01 4.166577351706772792e-01 4.377560028950612248e-01 4.611260818000883499e-01 4.869169288364497694e-01 5.152644768553482635e-01 5.464324314398012472e-01 5.810146225746186666e-01 6.198942530574176324e-01 6.639859250345441222e-01 7.143065626477014263e-01 7.718039224112408503e-01 8.373353760310090488e-01 9.120633653878473801e-01 9.974122645313269198e-01 1.094410765900467153e+00 1.202597853914159742e+00 1.319320536250372600e+00 1.441098228788389335e+00 1.566215080358621226e+00 1.695336594315795864e+00 1.830425780981769446e+00 1.972910164532909905e+00 2.123798251220931022e+00 2.285822372184155071e+00 2.463007018826400607e+00 2.656762729131286083e+00 2.864329597783243031e+00 3.080869645185832173e+00 3.304647286582590660e+00 3.536358508332123840e+00 3.772721738913813461e+00 4.002918151100339550e+00 4.214572186851843760e+00 4.401430402431265598e+00 4.562320128972739752e+00 4.692500302413980862e+00 4.781857080744135402e+00 4.820796754372721260e+00 4.809606550330848940e+00 4.756677617087077259e+00 4.669291179107032619e+00 4.550065810863626936e+00 4.400296841415030080e+00 4.223943761138309938e+00 4.026717555065919107e+00 3.811152197609152914e+00 3.577780076221833472e+00 3.331386100836262631e+00 3.083181025981628576e+00 2.845560705375242971e+00 2.624474015973850882e+00 2.418294793632875361e+00 2.225616034281296951e+00
3.003152569910644831e-01 3.095436263384598319e-01 3.185471938997671559e-01 3.274869494274803006e-01 3.357197432985535301e-01 3.430719620607883269e-01 3.507979916516407726e-01 3.605349806195441986e-01 3.729664114983277656e-01 3.881012268579061009e-01 4.056281873065403221e-01 4.252274541755118875e-01 4.468766474413574663e-01 4.707066517836014374e-01 4.969275327737776582e-01 5.258638280135427001e-01 5.581286572883146224e-01 5.946493681848278312e-01 6.364800826225357477e-01 6.846811068538432021e-01 7.405826035016294107e-01 8.056965733404424235e-01 8.815492214956069938e-01 9.695539517993938539e-01 1.070703436079891491e+00 1.185220320306718422e+00 1.311776899180117972e+00 1.447488247999093147e+00 1.589541226643906402e+00 1.737701606084463224e+00 1.894577809292073978e+00 2.063890234151437575e+00 2.248023133672955254e+00 2.448266879414728869e+00 2.667097502073428661e+00 2.908738423392745354e+00 3.174875539815365855e+00 3.462159836414718139e+00 3.763919203586513884e+00 4.075334484415450653e+00 4.393139733083813780e+00 4.709721153055069998e+00 5.008369969611726091e+00 5.271742861741705255e+00 5.490422734112869740e+00 5.662498038878156947e+00 5.784331078129740789e+00 5.847345751619406506e+00 5.844547795542624158e+00 5.779977154310410370e+00 5.665638657051774274e+00 5.512227131185171380e+00 5.325339503560877930e+00 5.109467514539366206e+00 4.871323893626658297e+00 4.617408231406196606e+00 4.349033762892969612e+00 4.064549689200916305e+00 3.767117113769243630e+00 3.468171170119917157e+00 3.181599875480211725e+00 2.915094420813098886e+00 2.668461257066575776e+00 2.441076142516836800e+00
3.093960835578123403e-01 3.188717926566194127e-01 3.281607430870486786e-01 3.374594220455592875e-01 3.459183109520908572e-01 3.531699341281092641e-01 3.605313969514075678e-01 3.699287275801853014e-01 3.823546481372399053e-01 3.978442943993580339e-01 4.159446760522085285e-01 4.361197587358623395e-01 4.581631182642564859e-01 4.822376302152567851e-01 5.087113162575931380e-01 5.381662907243939253e-01 5.715520706884766877e-01 6.100860151210092397e-01 6.549559264116673329e-01 7.075149745010749225e-01 7.694930596827697089e-01 8.430511446870108117e-01 9.302218177528671639e-01 1.032246841990882125e+00 1.149318264289254099e+00 1.280818964826010209e+00 1.425079614348800039e+00 1.580133022534514486e+00 1.745137836203694226e+00 1.921786291583965856e+00 2.114751459465203709e+00 2.329080731546244287e+00 2.567963346656950918e+00 2.833376025682196264e+00 3.128851075783110947e+00 3.460075534663632713e+00 3.830548787731348437e+00 4.236063023764717883e+00 4.666393963379814380e+00 5.110729462752420460e+00 5.558541449338586737e+00 5.994294468201028181e+00 6.391999835362099702e+00 6.725816792380247655e+00 6.981189213529101600e+00 7.155232397554550872e+00 7.246945594827203685e+00 7.251932085726743971e+00 7.170553675854435483e+00 7.014844660696146761e+00 6.803532864976459038e+00 6.551851275589999801e+00 6.267914968390933872e+00 5.958624577721123750e+00 5.634070999310250905e+00 5.302523190334216707e+00 4.965120054657731430e+00 4.618460226835973792e+00 4.262981072468072341e+00 3.908547990560334640e+00 3.568481781215875781e+00 3.251203591225413803e+00 2.958032419219648546e+00 2.690039863423571376e+00
3.200309816045685540e-01 3.299192101334356142e-01 3.396661581554022979e-01 3.494849582794193332e-01 3.583210049651950335e-01 3.656823493129423008e-01 3.729543286945420366e-01 3.823469187936809899e-01 3.950835323851248360e-01 4.112147945174337016e-01 4.300860038775635164e-01 4.509225514571918447e-01 4.733954068352014266e-01 4.977597253877542594e-01 5.246436056590869645e-01 5.549348352512613047e-01 5.899286315336106368e-01 6.310558287636850450e-01 6.797140462946982264e-01 7.375466231329632638e-01 8.067877287155629240e-01 8.901800633896019832e-01 9.900263510629823127e-01 1.107016871639075362e+00 1.240363522392016193e+00 1.388826402717457054e+00 1.551446552041948923e+00 1.728472930991447054e+00 1.921620616804375903e+00 2.134545630025819651e+00 2.373175667198948346e+00 2.643858089600121808e+00 2.951486961443481327e+00 3.301162625278594831e+00 3.699980747971307160e+00 4.157126497763411699e+00 4.677864888987507186e+00 5.255401272756977882e+00 5.871757718567911510e+00 6.506297130665704032e+00 7.138308260840176445e+00 7.741859831997474295e+00 8.280253219606169779e+00 8.715635139215503813e+00 9.023573523817169928e+00 9.196681790002447343e+00 9.234003893322693557e+00 9.137912990263803437e+00 8.922196162933149211e+00 8.615529867075949255e+00 8.250890229266468978e+00 7.852322781838502408e+00 7.430818731418941780e+00 6.994278502945947551e+00 6.553867991905558021e+00 6.118749248023498843e+00 5.690466449955252415e+00 5.264752018732504091e+00 4.839915103438125143e+00 4.422883571305483486e+00 4.024311857670378245e+00 3.650996337533886749e+00 3.305012360527248561e+00 2.989568878836081911e+00
3.322028753089124042e-01 3.426443280807791036e-01 3.529816375549552077e-01 3.634371396874590543e-01 3.728416476317337191e-01 3.805689185906491190e-01 3.880796083555889675e-01 3.978289610831381440e-01 4.112085345220883315e-01 4.282386213248057238e-01 4.480159603684382708e-01 4.695135226737248701e-01 4.923945199080975721e-01 5.171469047301190392e-01 5.447578575517012522e-01 5.764610528144644697e-01 6.137913178503985323e-01 6.583856059134921557e-01 7.119263256161124653e-01 7.764573394599044720e-01 8.547583939698319977e-01 9.500430392777825528e-01 1.064487003637140106e+00 1.198066680296612452e+00 1.349176864429075806e+00 1.516753240282212367e+00 1.701756735954807809e+00 1.907408555066395728e+00 2.137848942738093783e+00 2.398259979213735349e+00 2.695706916686844146e+00 3.039067807119576248e+00 3.438197083119621578e+00 3.904454111604600541e+00 4.450831460039845311e+00 5.089543532497442513e+00 5.822938937444138929e+00 6.634484420575193830e+00 7.491324258744398001e+00 8.359888009786320850e+00 9.212914470491607943e+00 1.002205906446540951e+01 1.074589306024155633e+01 1.133452161026640148e+01 1.174520247971079812e+01 1.195157187931113185e+01 1.193851707275755913e+01 1.170807771958511267e+01 1.129107843284625012e+01 1.074630760977705179e+01 1.013796397589622877e+01 9.511166547693225226e+00 8.885920255338835005e+00 8.270497564083216346e+00 7.673068063088257951e+00 7.100389266980719150e+00 6.552373185333006944e+00 6.023995085648157222e+00 5.512226754890463987e+00 5.020767037133400557e+00 4.555779199865892970e+00 4.120244039723463203e+00 3.715042297584974840e+00 3.345129936256679759e+00
