# {'li': -1, 'lf': -1, 'meshx': 32, 'meshy': 32, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 0, 'omega': 4.2e+16}
2.068057672782092488e-10 2.996868530176162462e-10 4.174765126906484475e-10 5.141266869887797794e-10 6.191847958860659298e-10 7.792590859963334782e-10 1.050719086822263405e-09 1.603645693792614599e-09 2.498260464836334786e-09 3.420928198525184881e-09 4.332684752046857018e-09 5.777037959893380296e-09 8.271881752390903437e-09 1.241681872440896140e-08 1.956229934171982483e-08 3.122618005149640263e-08 4.719478785962602598e-08 6.493334008125660419e-08 8.126640417781277370e-08 9.387170954815013065e-08 1.012624310603279882e-07 1.025426949846576120e-07 9.755979982910562087e-08 8.693562665793072249e-08 7.190493787735407062e-08 5.441958343637756019e-08 3.740357529735642397e-08 2.390519379121847878e-08 1.511495634912574471e-08 9.951900737575749851e-09 6.831430065540099758e-09 4.947700730246593223e-09
2.996054966502704587e-10 4.267036735983954618e-10 5.385041870568950029e-10 6.258915500594428268e-10 7.591086353139903127e-10 9.917692329354018411e-10 1.463163776474098826e-09 2.331752815558371900e-09 3.354161411315226480e-09 4.349910766907857673e-09 5.898641365470662452e-09 8.735110497212951198e-09 1.388084834993747919e-08 2.384766905332072393e-08 4.153132788260066619e-08 6.631452525483447390e-08 9.394498028650406903e-08 1.213275883959578602e-07 1.474229780510186297e-07 1.700193349976228082e-07 1.846565248842935602e-07 1.871891025786761234e-07 1.768471809658433336e-07 1.567976198202863664e-07 1.317564830599707372e-07 1.048731897663128642e-07 7.721607931196019968e-08 5.080904098579490515e-08 3.006086267049436289e-08 1.737600018188773198e-08 1.072157596664200669e-08 7.066327885974067962e-09
4.175401401418190207e-10 5.387760978279232546e-10 6.253827376523442412e-10 7.377990329171515852e-10 9.449097579111064922e-10 1.329411830297860239e-09 2.095833519911064182e-09 3.191090577410468998e-09 4.268253052953902665e-09 5.737480487287979001e-09 8.524196862461593202e-09 1.389552234381451205e-08 2.522979437407517252e-08 4.706314289911368277e-08 7.881925785411725795e-08 1.157166141495862890e-07 1.589740883980537959e-07 2.144247639795822776e-07 2.815808322837216379e-07 3.482734003931930445e-07 3.942995188680011177e-07 4.021115482122129836e-07 3.686137886266319500e-07 3.072787142446007512e-07 2.386219139765857957e-07 1.784590377233851144e-07 1.314372685251663635e-07 9.283857247838383772e-08 5.863325356263548521e-08 3.247611561275684184e-08 1.757115638474037972e-08 1.046387378921016980e-08
5.145401045730870358e-10 6.265607100522668694e-10 7.378534746017939731e-10 9.283758221029820562e-10 1.254289759231573596e-09 1.873981745116325162e-09 2.954200139521959706e-09 4.173405971353091709e-09 5.520049813342432501e-09 7.949771178346206453e-09 1.278325956542820079e-08 2.344372555343781793e-08 4.609831867683773940e-08 8.181173571699243558e-08 1.262521013428901407e-07 1.880593014321575431e-07 2.895291869724234012e-07 4.485344888068086577e-07 6.641171259465251134e-07 9.002341629066250155e-07 1.076144053392905535e-06 1.106525081881605172e-06 9.750588573123473503e-07 7.501240276341860013e-07 5.216125277523961051e-07 3.415162749317726515e-07 2.206711746356217031e-07 1.470386698583345515e-07 9.810548252366585633e-08 5.857070410081016929e-08 3.033002726222690126e-08 1.581395833977664748e-08
6.195728618253562945e-10 7.597252570106507439e-10 9.438985007097552472e-10 1.253367332333561999e-09 1.780151616253858320e-09 2.753309567656358916e-09 4.135861971701830755e-09 5.515708860218473351e-09 7.473747316882577768e-09 1.134837369940602488e-08 1.980317058743130178e-08 3.951094234693551376e-08 7.514322425135373678e-08 1.229382257392352274e-07 1.952795534353131863e-07 3.362548363512327231e-07 6.109275063868962591e-07 1.108864930146602273e-06 1.899504507291494662e-06 2.860432919750053868e-06 3.603571522266795403e-06 3.733943077676328102e-06 3.177422809815117492e-06 2.241128782663721075e-06 1.360922997603695051e-06 7.627717979031675155e-07 4.201680351108625858e-07 2.385811062987007671e-07 1.466888228654997084e-07 9.233942794509534551e-08 5.098960342049586595e-08 2.486788765868808261e-08
7.800227570723028429e-10 9.918761917688397925e-10 1.326687233196641506e-09 1.872854393615669854e-09 2.753134688412134987e-09 4.137519203720758640e-09 5.688521811811610034e-09 7.281269746600876579e-09 1.010288614881835973e-08 1.608747299461193636e-08 3.044294131567210751e-08 6.140216662775893696e-08 1.082712199608358777e-07 1.776535702595743972e-07 3.231758005273326671e-07 6.583010120505532327e-07 1.426915882395632850e-06 3.054021133785529257e-06 5.669788793164135310e-06 8.441200856910464171e-06 1.020973940321955830e-05 1.049556117693281761e-05 9.255576958192764803e-06 6.730051409170521680e-06 3.903466546834218573e-06 1.892765291463845504e-06 8.717083395429414736e-07 4.198942725711654023e-07 2.208937613683849511e-07 1.310826202758098703e-07 7.725345218329269750e-08 3.871793308554980307e-08
1.052035093882926069e-09 1.460936672658609336e-09 2.090945801928349507e-09 2.953519366665857295e-09 4.134078313602314468e-09 5.687025902600442321e-09 7.240383677466072015e-09 9.276260015844757107e-09 1.341471339759823243e-08 2.267589601336844370e-08 4.506814232809041931e-08 8.679411608040695842e-08 1.464635099056797345e-07 2.617844556488495446e-07 5.530079674917011805e-07 1.329274537139405514e-06 3.379783787976011051e-06 7.440369464529133999e-06 1.194318727566331739e-05 1.396818936901842744e-05 1.376210842104874492e-05 1.365548951129827219e-05 1.413457313859738684e-05 1.313877152842253852e-05 9.216669496440905724e-06 4.613385266848691728e-06 1.860757402245153457e-06 7.542435915791752544e-07 3.421090207414242204e-07 1.799610495745493551e-07 1.060487114662926791e-07 5.650371173367929061e-08
1.603732961023512092e-09 2.326282640322033126e-09 3.187450104645631837e-09 4.175896544706209267e-09 5.514914712430488278e-09 7.288882863422859812e-09 9.290036580684248322e-09 1.244024833894872786e-08 1.864361836875355230e-08 3.243169743920013058e-08 6.352127421985271344e-08 1.141057541302951712e-07 1.930294412003110754e-07 3.836765945153492825e-07 9.237035016541330921e-07 2.568002501200095744e-06 6.758151281421939858e-06 1.224767103758788526e-05 1.284307140237643005e-05 7.943830964490106980e-06 3.873449042305646616e-06 3.311473455923395858e-06 6.324250827177027541e-06 1.168757918594747147e-05 1.349582908825004506e-05 8.883040249230271952e-06 3.708320012768532362e-06 1.315876870515101199e-06 5.189429896374873755e-07 2.424706942807269974e-07 1.359919925150639155e-07 7.628286665365507313e-08
2.497119942088624323e-09 3.349586129974655328e-09 4.269866487618659656e-09 5.525461722488696407e-09 7.476035280637973210e-09 1.012187258257064639e-08 1.342475943773765923e-08 1.861872382276951365e-08 2.792845637319812086e-08 4.735758244011379179e-08 8.657705079151217857e-08 1.451433671737944047e-07 2.511305351417587802e-07 5.410844237681477387e-07 1.437388418167795229e-06 4.281393893492654663e-06 1.006852661251527535e-05 1.259281008015985045e-05 6.259024544715297101e-06 1.137204797157179910e-06 1.480833061363424825e-06 1.821433195835137079e-06 9.995962998811602742e-07 4.006047205517764435e-06 1.146733380802637673e-05 1.208189282824378299e-05 6.109170718848005944e-06 2.108927501958347012e-06 7.444300978178812867e-07 3.151271456209771218e-07 1.651833096937446670e-07 9.534621789906957458e-08
3.421474554245032563e-09 4.348154792242439657e-09 5.740869749163924477e-09 7.954365289994782572e-09 1.135084462923142990e-08 1.610313499575837864e-08 2.265442718455206069e-08 3.237555875163761809e-08 4.736536814610693567e-08 7.416951293098850880e-08 1.210828245333470502e-07 1.883876460400851912e-07 3.251975417089550896e-07 7.187581193786330626e-07 1.988939543755554346e-06 5.822527773411270496e-06 1.138541078485618389e-05 9.438482446254400828e-06 3.356574160782849497e-06 5.318998382414454575e-06 7.667541624074818496e-06 7.776062107932838917e-06 6.396922853529378972e-06 3.334219934253117883e-06 7.230834621383649589e-06 1.229487089750598826e-05 7.971439960705496849e-06 2.924020556322849896e-06 9.822295280188643335e-07 3.901970425265458060e-07 1.922783608201915901e-07 1.111832559707451753e-07
