# {'filename': '5nmAgSph_EE0MM0EM1_li-1_lf-1_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': -1, 'li': -1}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 15, 22, 0, 33, 633653), 'endtime': datetime.datetime(2022, 4, 16, 2, 48, 40, 817595)}
# omega	gamma
 (6.000000000000000000e+15+0.000000000000000000e+00j)  (5.003368554384303093e+08-5.678199772383056843e-01j)
 (6.081632653061224000e+15+0.000000000000000000e+00j)  (5.257239526303732991e+08-5.765495880873917622e-01j)
 (6.163265306122448000e+15+0.000000000000000000e+00j)  (5.546078003031547070e+08-5.865907305396189653e-01j)
 (6.244897959183673000e+15+0.000000000000000000e+00j)  (5.876087527734854221e+08-5.981006783527414994e-01j)
 (6.326530612244898000e+15+0.000000000000000000e+00j)  (6.254986657440953255e+08-6.112684172864244481e-01j)
 (6.408163265306123000e+15+0.000000000000000000e+00j)  (6.692476255153679848e+08-6.263225252811909227e-01j)
 (6.489795918367347000e+15+0.000000000000000000e+00j)  (7.200885161230343580e+08-6.435415473887381443e-01j)
 (6.571428571428571000e+15+0.000000000000000000e+00j)  (7.796076719593220949e+08-6.632678284665867174e-01j)
 (6.653061224489796000e+15+0.000000000000000000e+00j)  (8.498744068304222822e+08-6.859262234863798824e-01j)
 (6.734693877551020000e+15+0.000000000000000000e+00j)  (9.336297326515288353e+08-7.120497145279864881e-01j)
 (6.816326530612244000e+15+0.000000000000000000e+00j)  (1.034567341576250672e+09-7.423152471445682021e-01j)
 (6.897959183673469000e+15+0.000000000000000000e+00j)  (1.157762237014081717e+09-7.775944706937558681e-01j)
 (6.979591836734693000e+15+0.000000000000000000e+00j)  (1.310342728192495823e+09-8.190273839019005520e-01j)
 (7.061224489795919000e+15+0.000000000000000000e+00j)  (1.502577174030640602e+09-8.681312453650555927e-01j)
 (7.142857142857143000e+15+0.000000000000000000e+00j)  (1.749694932858253956e+09-9.269657654624897658e-01j)
 (7.224489795918367000e+15+0.000000000000000000e+00j)  (2.075064973628332138e+09-9.983897914396984152e-01j)
 (7.306122448979592000e+15+0.000000000000000000e+00j)  (2.516014868615693569e+09-1.086470870055050053e+00j)
 (7.387755102040816000e+15+0.000000000000000000e+00j)  (3.135095689858221054e+09-1.197153981909586662e+00j)
 (7.469387755102040000e+15+0.000000000000000000e+00j)  (4.043380292798696995e+09-1.339368001592373680e+00j)
 (7.551020408163265000e+15+0.000000000000000000e+00j)  (5.452584122725455284e+09-1.526813467677839542e+00j)
 (7.632653061224490000e+15+0.000000000000000000e+00j)  (7.802895286824574471e+09-1.780380200849624783e+00j)
 (7.714285714285714000e+15+0.000000000000000000e+00j)  (1.210938505098484421e+10-2.127869095753086359e+00j)
 (7.795918367346939000e+15+0.000000000000000000e+00j)  (2.096363242693081665e+10-2.571905659794686994e+00j)
 (7.877551020408163000e+15+0.000000000000000000e+00j)  (4.064933267877798462e+10-2.807777266782788939e+00j)
 (7.959183673469388000e+15+0.000000000000000000e+00j)  (6.941989518001948547e+10-1.034446164102116095e+00j)
 (8.040816326530612000e+15+0.000000000000000000e+00j)  (5.467058010185640717e+10+2.176845714364402884e+00j)
 (8.122448979591836000e+15+0.000000000000000000e+00j)  (2.667668374162346268e+10+2.536128251638317455e+00j)
 (8.204081632653062000e+15+0.000000000000000000e+00j)  (1.364882327669337845e+10+2.058777063183863998e+00j)
 (8.285714285714285000e+15+0.000000000000000000e+00j)  (7.876316777476638794e+09+1.631288461146431112e+00j)
 (8.367346938775511000e+15+0.000000000000000000e+00j)  (5.001019243049704552e+09+1.319649718854336573e+00j)
 (8.448979591836735000e+15+0.000000000000000000e+00j)  (3.404902818161967278e+09+1.093359429501874036e+00j)
 (8.530612244897959000e+15+0.000000000000000000e+00j)  (2.441033669383290768e+09+9.246859506477225210e-01j)
 (8.612244897959184000e+15+0.000000000000000000e+00j)  (1.820111884974511623e+09+7.952950290779496889e-01j)
 (8.693877551020408000e+15+0.000000000000000000e+00j)  (1.399446792249524355e+09+6.934473238521970950e-01j)
 (8.775510204081632000e+15+0.000000000000000000e+00j)  (1.102793990371953011e+09+6.114925555595246420e-01j)
 (8.857142857142857000e+15+0.000000000000000000e+00j)  (8.866755482426558733e+08+5.443017951542297173e-01j)
 (8.938775510204082000e+15+0.000000000000000000e+00j)  (7.249396140525478125e+08+4.883348049411559422e-01j)
 (9.020408163265306000e+15+0.000000000000000000e+00j)  (6.011428194736263752e+08+4.410808525933409552e-01j)
 (9.102040816326530000e+15+0.000000000000000000e+00j)  (5.045530298898791671e+08+4.007153927343612421e-01j)
 (9.183673469387756000e+15+0.000000000000000000e+00j)  (4.279394311153547168e+08+3.658834880531289246e-01j)
 (9.265306122448980000e+15+0.000000000000000000e+00j)  (3.662950377325026393e+08+3.355594004043498391e-01j)
 (9.346938775510204000e+15+0.000000000000000000e+00j)  (3.160692544525438547e+08+3.089532184871752185e-01j)
 (9.428571428571428000e+15+0.000000000000000000e+00j)  (2.746911536787753105e+08+2.854472986504494325e-01j)
 (9.510204081632654000e+15+0.000000000000000000e+00j)  (2.402645173363363445e+08+2.645520641025350672e-01j)
 (9.591836734693878000e+15+0.000000000000000000e+00j)  (2.113676261966077089e+08+2.458746634176063040e-01j)
 (9.673469387755102000e+15+0.000000000000000000e+00j)  (1.869187459947226346e+08+2.290963528527441284e-01j)
 (9.755102040816326000e+15+0.000000000000000000e+00j)  (1.660838637539755702e+08+2.139559109301348017e-01j)
 (9.836734693877552000e+15+0.000000000000000000e+00j)  (1.482122147568362355e+08+2.002372947570849049e-01j)
 (9.918367346938776000e+15+0.000000000000000000e+00j)  (1.327904623891548365e+08+1.877603314922585975e-01j)
 (1.000000000000000000e+16+0.000000000000000000e+00j)  (1.194096329322889596e+08+1.763736129619616622e-01j)
