# {'filename': '5nmAgSph_EE0MM0EM1_li1_lf-1_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': -1, 'li': 1}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 15, 22, 37, 46, 243236), 'endtime': datetime.datetime(2022, 4, 16, 3, 21, 35, 664041)}
# omega	gamma
 (6.000000000000000000e+15+0.000000000000000000e+00j)  (4.993684323421046627e-10+2.099439928710450487e-09j)
 (6.081632653061224000e+15+0.000000000000000000e+00j)  (2.390894407205047495e-09+8.918929858934281828e-11j)
 (6.163265306122448000e+15+0.000000000000000000e+00j)  (5.748359031601641345e-11+2.552398370210137349e-09j)
 (6.244897959183673000e+15+0.000000000000000000e+00j)  (-1.682719853940066305e-09-3.419236542853608159e-10j)
 (6.326530612244898000e+15+0.000000000000000000e+00j)  (-4.458757418182359527e-10+4.610631353994591298e-10j)
 (6.408163265306123000e+15+0.000000000000000000e+00j)  (-2.454778206491680278e-09-1.243868342188184110e-09j)
 (6.489795918367347000e+15+0.000000000000000000e+00j)  (3.423094631976329245e-10-8.709817709559269847e-10j)
 (6.571428571428571000e+15+0.000000000000000000e+00j)  (-2.876654644505373601e-09-6.219085273906180633e-10j)
 (6.653061224489796000e+15+0.000000000000000000e+00j)  (8.294104047599346891e-10+1.946037197843943362e-09j)
 (6.734693877551020000e+15+0.000000000000000000e+00j)  (2.274658903863534554e-09-9.880365699945100589e-10j)
 (6.816326530612244000e+15+0.000000000000000000e+00j)  (-1.091959028393572281e-09-3.463509451504569359e-10j)
 (6.897959183673469000e+15+0.000000000000000000e+00j)  (8.234038696961085183e-11+3.688465567441319638e-10j)
 (6.979591836734693000e+15+0.000000000000000000e+00j)  (-3.131787369062243193e-09-2.652175939149792690e-09j)
 (7.061224489795919000e+15+0.000000000000000000e+00j)  (-5.227245455886674581e-09-2.026136426519030230e-09j)
 (7.142857142857143000e+15+0.000000000000000000e+00j)  (-3.207515762776459681e-09-2.142956533833636234e-09j)
 (7.224489795918367000e+15+0.000000000000000000e+00j)  (5.140415387853048023e-09+9.380739325293787882e-09j)
 (7.306122448979592000e+15+0.000000000000000000e+00j)  (-5.693452005347976229e-10+6.870639441819354964e-09j)
 (7.387755102040816000e+15+0.000000000000000000e+00j)  (1.489560630635896841e-09+2.784195485060547563e-09j)
 (7.469387755102040000e+15+0.000000000000000000e+00j)  (-2.371790734161383825e-08+1.730486588703987319e-10j)
 (7.551020408163265000e+15+0.000000000000000000e+00j)  (-1.423719321041169499e-08+4.799117517540464872e-09j)
 (7.632653061224490000e+15+0.000000000000000000e+00j)  (-5.038683651101680397e-08+1.037544991802414121e-08j)
 (7.714285714285714000e+15+0.000000000000000000e+00j)  (-1.229065994624584639e-08+4.441654623868116663e-08j)
 (7.795918367346939000e+15+0.000000000000000000e+00j)  (-9.159168653400934379e-08-2.387653702521933792e-08j)
 (7.877551020408163000e+15+0.000000000000000000e+00j)  (-2.090732130299627124e-08-2.968458285709002989e-09j)
 (7.959183673469388000e+15+0.000000000000000000e+00j)  (-2.002982009041267486e-07+1.884760652101973641e-07j)
 (8.040816326530612000e+15+0.000000000000000000e+00j)  (2.628330336381962485e-08+4.842071295286872284e-08j)
 (8.122448979591836000e+15+0.000000000000000000e+00j)  (1.018775132413574336e-07-2.845436327092371760e-08j)
 (8.204081632653062000e+15+0.000000000000000000e+00j)  (9.297400251576005555e-09-3.935445907154603446e-08j)
 (8.285714285714285000e+15+0.000000000000000000e+00j)  (6.337141193699281178e-09-1.363985754790003340e-08j)
 (8.367346938775511000e+15+0.000000000000000000e+00j)  (-1.150686984129117527e-08-1.329087005854612946e-08j)
 (8.448979591836735000e+15+0.000000000000000000e+00j)  (-8.109933369384478624e-09-1.598739207104885764e-08j)
 (8.530612244897959000e+15+0.000000000000000000e+00j)  (-2.868373688471018872e-09-7.330395972323112220e-10j)
 (8.612244897959184000e+15+0.000000000000000000e+00j)  (1.566976899422252336e-09+8.018673591399561935e-10j)
 (8.693877551020408000e+15+0.000000000000000000e+00j)  (-3.462642394818940882e-09-4.683600282163388574e-09j)
 (8.775510204081632000e+15+0.000000000000000000e+00j)  (-4.843094862964040229e-10+1.647119519470226931e-09j)
 (8.857142857142857000e+15+0.000000000000000000e+00j)  (-4.063022206158414435e-09+1.809759905809827867e-09j)
 (8.938775510204082000e+15+0.000000000000000000e+00j)  (-9.622701697416453968e-10+4.718866838874422095e-10j)
 (9.020408163265306000e+15+0.000000000000000000e+00j)  (-1.487602808495076002e-09+2.460378140182349199e-09j)
 (9.102040816326530000e+15+0.000000000000000000e+00j)  (-7.631717283226991080e-10+6.986685348020944700e-10j)
 (9.183673469387756000e+15+0.000000000000000000e+00j)  (-2.088049482478997224e-09+3.710678094217412533e-10j)
 (9.265306122448980000e+15+0.000000000000000000e+00j)  (6.601464246000237269e-12-1.045472166887145707e-09j)
 (9.346938775510204000e+15+0.000000000000000000e+00j)  (-9.920557303247550255e-10+2.703545888316641264e-10j)
 (9.428571428571428000e+15+0.000000000000000000e+00j)  (-5.874309861861160464e-10-9.886830771835612820e-10j)
 (9.510204081632654000e+15+0.000000000000000000e+00j)  (-1.329089456948759727e-09+1.510521043077832717e-09j)
 (9.591836734693878000e+15+0.000000000000000000e+00j)  (-2.363820644225655953e-10-2.846766097574157797e-10j)
 (9.673469387755102000e+15+0.000000000000000000e+00j)  (6.748095335435176096e-10-2.279646183949108657e-11j)
 (9.755102040816326000e+15+0.000000000000000000e+00j)  (-3.012299247685811584e-10+2.803444595861399302e-10j)
 (9.836734693877552000e+15+0.000000000000000000e+00j)  (-2.809412924595076812e-10-1.517492123449845700e-10j)
 (9.918367346938776000e+15+0.000000000000000000e+00j)  (-4.617794425814046844e-11+3.978429709540760912e-11j)
 (1.000000000000000000e+16+0.000000000000000000e+00j)  (-5.318951962749734849e-10+1.887794106976884879e-10j)
