# {'filename': '5nmAgSph_EE1MM0EM0_li-1_lf1_xp2.5e-09', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 1, 'li': -1}, 'specimen': {'pos': [2.5e-09, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 24, 19, 29, 33, 432888), 'endtime': datetime.datetime(2022, 4, 25, 0, 19, 47, 327961)}
# omega	gamma
6.000000000000000000e+15 5.764261124937520362e+05
6.081632653061224000e+15 6.112212672444550553e+05
6.163265306122448000e+15 6.506528037629218306e+05
6.244897959183673000e+15 6.955657467680049594e+05
6.326530612244898000e+15 7.470122171680328902e+05
6.408163265306123000e+15 8.063157233078128193e+05
6.489795918367347000e+15 8.751600896319637541e+05
6.571428571428571000e+15 9.557144510151934810e+05
6.653061224489796000e+15 1.050812054976609768e+06
6.734693877551020000e+15 1.164211074148307322e+06
6.816326530612244000e+15 1.300983393549452303e+06
6.897959183673469000e+15 1.468108423321670620e+06
6.979591836734693000e+15 1.675405231547185685e+06
7.061224489795919000e+15 1.937041930367503781e+06
7.142857142857143000e+15 2.274068179342110641e+06
7.224489795918367000e+15 2.718841986094976775e+06
7.306122448979592000e+15 3.323145449361164588e+06
7.387755102040816000e+15 4.173919950214029290e+06
7.469387755102040000e+15 5.425863663951263763e+06
7.551020408163265000e+15 7.374489096900319681e+06
7.632653061224490000e+15 1.063568354260934889e+07
7.714285714285714000e+15 1.663363012062111311e+07
7.795918367346939000e+15 2.901766914271332324e+07
7.877551020408163000e+15 5.669654615428218991e+07
7.959183673469388000e+15 9.755980377049639821e+07
8.040816326530612000e+15 7.741077811926525831e+07
8.122448979591836000e+15 3.805553112189476192e+07
8.204081632653062000e+15 1.961539957649629563e+07
8.285714285714285000e+15 1.140300495371192321e+07
8.367346938775511000e+15 7.293356030383746140e+06
8.448979591836735000e+15 5.001788043094429187e+06
8.530612244897959000e+15 3.611813224191743415e+06
8.612244897959184000e+15 2.712440190293627325e+06
8.693877551020408000e+15 2.100433817288855091e+06
8.775510204081632000e+15 1.666931707567926729e+06
8.857142857142857000e+15 1.349707161954491632e+06
8.938775510204082000e+15 1.111242806019172771e+06
9.020408163265306000e+15 9.278938830542808864e+05
9.102040816326530000e+15 7.841921403724615229e+05
9.183673469387756000e+15 6.696914868352862541e+05
9.265306122448980000e+15 5.771416032257055631e+05
9.346938775510204000e+15 5.013890100319889607e+05
9.428571428571428000e+15 4.386933473042618134e+05
9.510204081632654000e+15 3.862893136335024610e+05
9.591836734693878000e+15 3.420986207850808860e+05
9.673469387755102000e+15 3.045361644237393630e+05
9.755102040816326000e+15 2.723768677233342896e+05
9.836734693877552000e+15 2.446624871730133600e+05
9.918367346938776000e+15 2.206352764464201755e+05
1.000000000000000000e+16 1.996900409334110736e+05
