# {'filename': '5nmAgSph_EE1MM0EM0_li3_lf2_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 2, 'li': 3}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 24, 9, 24, 59, 518130), 'endtime': datetime.datetime(2022, 4, 24, 14, 38, 40, 443299)}
# omega	gamma
6.000000000000000000e+15 8.320658859443643451e+03
6.081632653061224000e+15 8.732220033971865632e+03
6.163265306122448000e+15 9.200834385225773076e+03
6.244897959183673000e+15 9.736579658166447189e+03
6.326530612244898000e+15 1.035199400873026025e+04
6.408163265306123000e+15 1.106283415955056080e+04
6.489795918367347000e+15 1.188912280911537709e+04
6.571428571428571000e+15 1.285661897221071376e+04
6.653061224489796000e+15 1.399891853671956960e+04
6.734693877551020000e+15 1.536051418304229810e+04
6.816326530612244000e+15 1.700135050096729537e+04
6.897959183673469000e+15 1.900377148339890482e+04
6.979591836734693000e+15 2.148341062809436335e+04
7.061224489795919000e+15 2.460679904520194395e+04
7.142857142857143000e+15 2.862086396218437585e+04
7.224489795918367000e+15 3.390441041276886244e+04
7.306122448979592000e+15 4.106234758920307650e+04
7.387755102040816000e+15 5.110805973724569048e+04
7.469387755102040000e+15 6.584049907634659030e+04
7.551020408163265000e+15 8.868755977792455815e+04
7.632653061224490000e+15 1.267738728429351031e+05
7.714285714285714000e+15 1.965221581121402269e+05
7.795918367346939000e+15 3.398389905527975061e+05
7.877551020408163000e+15 6.582321150380321778e+05
7.959183673469388000e+15 1.122872108603821602e+06
8.040816326530612000e+15 8.833288240405421238e+05
8.122448979591836000e+15 4.305509943013978191e+05
8.204081632653062000e+15 2.200460781115548161e+05
8.285714285714285000e+15 1.268436890476156113e+05
8.367346938775511000e+15 8.045129861152655212e+04
8.448979591836735000e+15 5.471540868981028325e+04
8.530612244897959000e+15 3.918416665140080295e+04
8.612244897959184000e+15 2.918558144475910376e+04
8.693877551020408000e+15 2.241617722217509436e+04
8.775510204081632000e+15 1.764557850442816198e+04
8.857142857142857000e+15 1.417242030492292724e+04
8.938775510204082000e+15 1.157498171951356380e+04
9.020408163265306000e+15 9.588192027225493803e+03
9.102040816326530000e+15 8.039107244415248715e+03
9.183673469387756000e+15 6.811246528405896242e+03
9.265306122448980000e+15 5.823980963404774229e+03
9.346938775510204000e+15 5.020154547087037827e+03
9.428571428571428000e+15 4.358396328143126993e+03
9.510204081632654000e+15 3.808203653877031684e+03
9.591836734693878000e+15 3.346714987956256664e+03
9.673469387755102000e+15 2.956542198717792871e+03
9.755102040816326000e+15 2.624284065551653384e+03
9.836734693877552000e+15 2.339487775230893931e+03
9.918367346938776000e+15 2.093911045760955858e+03
1.000000000000000000e+16 1.880989779137421920e+03
