# {'filename': '5nmAgSph_EE1MM0EM0_li-5_lf-5_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': -5, 'li': -5}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1.5e-08, 1.5e-08], 'yrange': [-1.5e-08, 1.5e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 21, 7, 47, 17, 619395), 'endtime': datetime.datetime(2022, 4, 21, 12, 55, 43, 97412)}
# omega	gamma
6.000000000000000000e+15 2.051553786795834899e+08
6.081632653061224000e+15 2.145847636321760714e+08
6.163265306122448000e+15 2.253496145581966937e+08
6.244897959183673000e+15 2.376827459222280383e+08
6.326530612244898000e+15 2.518737888356494904e+08
6.408163265306123000e+15 2.682866501473624408e+08
6.489795918367347000e+15 2.873836228387835622e+08
6.571428571428571000e+15 3.097592176352596879e+08
6.653061224489796000e+15 3.361884742076623440e+08
6.734693877551020000e+15 3.676973049326685667e+08
6.816326530612244000e+15 4.056671622748386264e+08
6.897959183673469000e+15 4.519946010778061152e+08
6.979591836734693000e+15 5.093412659696053863e+08
7.061224489795919000e+15 5.815378866592810154e+08
7.142857142857143000e+15 6.742607242634232044e+08
7.224489795918367000e+15 7.962114751043957472e+08
7.306122448979592000e+15 9.612755869108785391e+08
7.387755102040816000e+15 1.192697021790270567e+09
7.469387755102040000e+15 1.531704801131904125e+09
7.551020408163265000e+15 2.056792193564991474e+09
7.632653061224490000e+15 2.930945000729156971e+09
7.714285714285714000e+15 4.529434768175272942e+09
7.795918367346939000e+15 7.808445067042025566e+09
7.877551020408163000e+15 1.507764497846291733e+10
7.959183673469388000e+15 2.564200498949190903e+10
8.040816326530612000e+15 2.011015452536222076e+10
8.122448979591836000e+15 9.772213172518857956e+09
8.204081632653062000e+15 4.979219162451036453e+09
8.285714285714285000e+15 2.861538724611519337e+09
8.367346938775511000e+15 1.809467517468394995e+09
8.448979591836735000e+15 1.226925249314404249e+09
8.530612244897959000e+15 8.760189279640514851e+08
8.612244897959184000e+15 6.505329214789900780e+08
8.693877551020408000e+15 4.981545660023720264e+08
8.775510204081632000e+15 3.909701695855846405e+08
8.857142857142857000e+15 3.130836384581488371e+08
8.938775510204082000e+15 2.549462958604283035e+08
9.020408163265306000e+15 2.105622559240530729e+08
9.102040816326530000e+15 1.760233766340208054e+08
9.183673469387756000e+15 1.487000499412137568e+08
9.265306122448980000e+15 1.267738467851518542e+08
9.346938775510204000e+15 1.089570125418159366e+08
9.428571428571428000e+15 9.431837777595469356e+07
9.510204081632654000e+15 8.217209337186734378e+07
9.591836734693878000e+15 7.200464835995428264e+07
9.673469387755102000e+15 6.342587986069308966e+07
9.755102040816326000e+15 5.613540073734529316e+07
9.836734693877552000e+15 4.989916065913948417e+07
9.918367346938776000e+15 4.453280344853977859e+07
1.000000000000000000e+16 3.988966815478236228e+07
