# {'filename': 'convergencetest_points_55', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': -1, 'li': 1}, 'specimen': {'pos': [1e-09, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 55, 'numypoints': 55}, 'starttime': datetime.datetime(2022, 4, 27, 19, 39, 37, 124030), 'endtime': datetime.datetime(2022, 4, 28, 0, 51, 37, 421864)}
# omega	gamma
6.000000000000000000e+15 5.137043996967536133e-06
6.081632653061224000e+15 5.183274996173895364e-06
6.163265306122448000e+15 5.241466336155663890e-06
6.244897959183673000e+15 5.312822206905292362e-06
6.326530612244898000e+15 5.398810322891280093e-06
6.408163265306123000e+15 5.501225634612118920e-06
6.489795918367347000e+15 5.622274388055148827e-06
6.571428571428571000e+15 5.764686351176188131e-06
6.653061224489796000e+15 5.931866632506003920e-06
6.734693877551020000e+15 6.128104089519766249e-06
6.816326530612244000e+15 6.358862093461011910e-06
6.897959183673469000e+15 6.631191518158646806e-06
6.979591836734693000e+15 6.954329008912250081e-06
7.061224489795919000e+15 7.340582599014991373e-06
7.142857142857143000e+15 7.806673899496023784e-06
7.224489795918367000e+15 8.375823963742718429e-06
7.306122448979592000e+15 9.081079090877180047e-06
7.387755102040816000e+15 9.970738404088542967e-06
7.469387755102040000e+15 1.111732367574707191e-05
7.551020408163265000e+15 1.263204224984740626e-05
7.632653061224490000e+15 1.468422500665211311e-05
7.714285714285714000e+15 1.749832643421417715e-05
7.795918367346939000e+15 2.109025729138453399e-05
7.877551020408163000e+15 2.296285787657914275e-05
7.959183673469388000e+15 8.438555782003775952e-06
8.040816326530612000e+15 -1.771514447830732452e-05
8.122448979591836000e+15 -2.059227557353792223e-05
8.204081632653062000e+15 -1.668081151198876820e-05
8.285714285714285000e+15 -1.319080960372005189e-05
8.367346938775511000e+15 -1.065098419316888726e-05
8.448979591836735000e+15 -8.809301458436746788e-06
8.530612244897959000e+15 -7.438353101651146233e-06
8.612244897959184000e+15 -6.388088581879094690e-06
8.693877551020408000e+15 -5.562524615338743439e-06
8.775510204081632000e+15 -4.899149806915958417e-06
8.857142857142857000e+15 -4.356074198970401070e-06
8.938775510204082000e+15 -3.904394191121557744e-06
9.020408163265306000e+15 -3.523618112170362125e-06
9.102040816326530000e+15 -3.198859435006877809e-06
9.183673469387756000e+15 -2.919066577780117685e-06
9.265306122448980000e+15 -2.675875688469659843e-06
9.346938775510204000e+15 -2.462847946689045230e-06
9.428571428571428000e+15 -2.274950468274181312e-06
9.510204081632654000e+15 -2.108195373752631591e-06
9.591836734693878000e+15 -1.959383908592739152e-06
9.673469387755102000e+15 -1.825921809903773122e-06
9.755102040816326000e+15 -1.705683925517749374e-06
9.836734693877552000e+15 -1.596913482091961204e-06
9.918367346938776000e+15 -1.498146124310701135e-06
1.000000000000000000e+16 -1.408151925468779494e-06
