# {'filename': '5nmAgSph_EE0MM0EM1_li3_lf2_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 2, 'li': 3}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 24, 9, 18, 0, 648813), 'endtime': datetime.datetime(2022, 4, 24, 14, 30, 11, 229368)}
# omega	gamma
6.000000000000000000e+15 1.051677792106561407e-04
6.081632653061224000e+15 1.055455861209938958e-04
6.163265306122448000e+15 1.061629944478244931e-04
6.244897959183673000e+15 1.070404335978426808e-04
6.326530612244898000e+15 1.082032047577493781e-04
6.408163265306123000e+15 1.096826256788840535e-04
6.489795918367347000e+15 1.115175442815972870e-04
6.571428571428571000e+15 1.137563623294847746e-04
6.653061224489796000e+15 1.164597755499218270e-04
6.734693877551020000e+15 1.197045371929189638e-04
6.816326530612244000e+15 1.235887102703724615e-04
6.897959183673469000e+15 1.282391280535838396e-04
6.979591836734693000e+15 1.338222003915479129e-04
7.061224489795919000e+15 1.405599060359562290e-04
7.142857142857143000e+15 1.487540194427591084e-04
7.224489795918367000e+15 1.588237380909639923e-04
7.306122448979592000e+15 1.713656251706175413e-04
7.387755102040816000e+15 1.872513078224338431e-04
7.469387755102040000e+15 2.077886002909473857e-04
7.551020408163265000e+15 2.349802471230502709e-04
7.632653061224490000e+15 2.718674907316089039e-04
7.714285714285714000e+15 3.224505536197981755e-04
7.795918367346939000e+15 3.868303371439755600e-04
7.877551020408163000e+15 4.192258628494283665e-04
7.959183673469388000e+15 1.533504176455184977e-04
8.040816326530612000e+15 -3.204551526200047221e-04
8.122448979591836000e+15 -3.708031658308264000e-04
8.204081632653062000e+15 -2.990084122176108155e-04
8.285714285714285000e+15 -2.353830778515026215e-04
8.367346938775511000e+15 -1.892087881909484167e-04
8.448979591836735000e+15 -1.557940457391237307e-04
8.530612244897959000e+15 -1.309645803060683505e-04
8.612244897959184000e+15 -1.119761068969515227e-04
8.693877551020408000e+15 -9.707631198258896373e-05
8.775510204081632000e+15 -8.512522740407288987e-05
8.857142857142857000e+15 -7.535954552096391318e-05
8.938775510204082000e+15 -6.725291824843392693e-05
9.020408163265306000e+15 -6.043237598481549308e-05
9.102040816326530000e+15 -5.462709294873784217e-05
9.183673469387756000e+15 -4.963609688659370209e-05
9.265306122448980000e+15 -4.530735398878658492e-05
9.346938775510204000e+15 -4.152387005506413662e-05
9.428571428571428000e+15 -3.819423430127830366e-05
9.510204081632654000e+15 -3.524604640200162009e-05
9.591836734693878000e+15 -3.262125788330076480e-05
9.673469387755102000e+15 -3.027281144099929736e-05
9.755102040816326000e+15 -2.816217727497730646e-05
9.836734693877552000e+15 -2.625752032980710308e-05
9.918367346938776000e+15 -2.453231848671168902e-05
1.000000000000000000e+16 -2.296430786049460690e-05
