# {'filename': '5nmAgSph_EE0MM0EM1_li-1_lf1_xp3e-09', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 1, 'li': -1}, 'specimen': {'pos': [3e-09, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 24, 19, 21, 55, 22977), 'endtime': datetime.datetime(2022, 4, 25, 0, 36, 44, 872500)}
# omega	gamma
6.000000000000000000e+15 3.296516688929218103e-07
6.081632653061224000e+15 3.327716990358064156e-07
6.163265306122448000e+15 3.366640312286250016e-07
6.244897959183673000e+15 3.414071473398039014e-07
6.326530612244898000e+15 3.470966353221694056e-07
6.408163265306123000e+15 3.538493302035670182e-07
6.489795918367347000e+15 3.618087772111443952e-07
6.571428571428571000e+15 3.711525251784216528e-07
6.653061224489796000e+15 3.821019927501879514e-07
6.734693877551020000e+15 3.949360120888342222e-07
6.816326530612244000e+15 4.100097247652629357e-07
6.897959183673469000e+15 4.277814211126991657e-07
6.979591836734693000e+15 4.488514217519300124e-07
7.061224489795919000e+15 4.740196362790830710e-07
7.142857142857143000e+15 5.043728008333612020e-07
7.224489795918367000e+15 5.414200621054316204e-07
7.306122448979592000e+15 5.873091814315889390e-07
7.387755102040816000e+15 6.451794244635160024e-07
7.469387755102040000e+15 7.197449016740079410e-07
7.551020408163265000e+15 8.182355854803876146e-07
7.632653061224490000e+15 9.516637734087103523e-07
7.714285714285714000e+15 1.134639717025477778e-06
7.795918367346939000e+15 1.368275447741921951e-06
7.877551020408163000e+15 1.490558384023922952e-06
7.959183673469388000e+15 5.480545243570084923e-07
8.040816326530612000e+15 -1.151155783552667500e-06
8.122448979591836000e+15 -1.338839925580136554e-06
8.204081632653062000e+15 -1.085119418469768838e-06
8.285714285714285000e+15 -8.585566872539617916e-07
8.367346938775511000e+15 -6.936262571617783953e-07
8.448979591836735000e+15 -5.740062197769358211e-07
8.530612244897959000e+15 -4.849448157362864033e-07
8.612244897959184000e+15 -4.167042296664013784e-07
8.693877551020408000e+15 -3.630541460301003910e-07
8.775510204081632000e+15 -3.199364048147802322e-07
8.857142857142857000e+15 -2.846313206022934699e-07
8.938775510204082000e+15 -2.552622136145460190e-07
9.020408163265306000e+15 -2.304985084510185947e-07
9.102040816326530000e+15 -2.093735404000159200e-07
9.183673469387756000e+15 -1.911696390611626589e-07
9.265306122448980000e+15 -1.753436496050287080e-07
9.346938775510204000e+15 -1.614774148970728780e-07
9.428571428571428000e+15 -1.492440720343283984e-07
9.510204081632654000e+15 -1.383846172146800423e-07
9.591836734693878000e+15 -1.286912910732442037e-07
9.673469387755102000e+15 -1.199955898441105803e-07
9.755102040816326000e+15 -1.121594744332170300e-07
9.836734693877552000e+15 -1.050688292787595102e-07
9.918367346938776000e+15 -9.862852965606559869e-08
1.000000000000000000e+16 -9.275867592950354514e-08
