# {'filename': '5nmAgSph_EE0MM0EM1_li-2_lf2_xp1e-09', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 2, 'li': -2}, 'specimen': {'pos': [1e-09, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 25, 8, 25, 45, 997405), 'endtime': datetime.datetime(2022, 4, 25, 13, 42, 42, 624977)}
# omega	gamma
6.000000000000000000e+15 -3.516583640612295848e-07
6.081632653061224000e+15 -3.549320811750090713e-07
6.163265306122448000e+15 -3.590252746650678918e-07
6.244897959183673000e+15 -3.640211860540609389e-07
6.326530612244898000e+15 -3.700211924194894773e-07
6.408163265306123000e+15 -3.771491977096306088e-07
6.489795918367347000e+15 -3.855574258727873505e-07
6.571428571428571000e+15 -3.954341545727832883e-07
6.653061224489796000e+15 -4.070141767344073677e-07
6.734693877551020000e+15 -4.205931611427905524e-07
6.816326530612244000e+15 -4.365476875752912272e-07
6.897959183673469000e+15 -4.553637036247550989e-07
6.979591836734693000e+15 -4.776777483279671966e-07
7.061224489795919000e+15 -5.043379761560054612e-07
7.142857142857143000e+15 -5.364966432902839797e-07
7.224489795918367000e+15 -5.757538424251314654e-07
7.306122448979592000e+15 -6.243866898976570374e-07
7.387755102040816000e+15 -6.857233727294313476e-07
7.469387755102040000e+15 -7.647613742658415369e-07
7.551020408163265000e+15 -8.691644903960520828e-07
7.632653061224490000e+15 -1.010603564106027053e-06
7.714285714285714000e+15 -1.204554375011878642e-06
7.795918367346939000e+15 -1.452147110458930751e-06
7.877551020408163000e+15 -1.581438429362510802e-06
7.959183673469388000e+15 -5.812873732092375583e-07
8.040816326530612000e+15 1.220570036030405891e-06
8.122448979591836000e+15 1.419111255393055428e-06
8.204081632653062000e+15 1.149799876748772850e-06
8.285714285714285000e+15 9.094282107666779787e-07
8.367346938775511000e+15 7.344758673013090341e-07
8.448979591836735000e+15 6.076017834506570211e-07
8.530612244897959000e+15 5.131485624735770579e-07
8.612244897959184000e+15 4.407831836101030742e-07
8.693877551020408000e+15 3.838953227783556888e-07
8.775510204081632000e+15 3.381796183419899416e-07
8.857142857142857000e+15 3.007508631876771929e-07
8.938775510204082000e+15 2.696182370778718801e-07
9.020408163265306000e+15 2.433702804389445945e-07
9.102040816326530000e+15 2.209815911348043523e-07
9.183673469387756000e+15 2.016909067946563001e-07
9.265306122448980000e+15 1.849220913826975380e-07
9.346938775510204000e+15 1.702316039457472268e-07
9.428571428571428000e+15 1.572727450141145960e-07
9.510204081632654000e+15 1.457707964471148016e-07
9.591836734693878000e+15 1.355053967824982765e-07
9.673469387755102000e+15 1.262978237990810657e-07
9.755102040816326000e+15 1.180016694585803592e-07
9.836734693877552000e+15 1.104959014103948187e-07
9.918367346938776000e+15 1.036796307026107796e-07
1.000000000000000000e+16 9.746811735298465941e-08
