# {'li': 1, 'lf': 1, 'meshx': 32, 'meshy': 32, 'xbound': 3e-08, 'ybound': 3e-08, 'qz': 199725854668.28848, 'qa': 599177564.0048654, 'qc': 599177564.0048654, 'v': 133707436.268, 'bondingantibonding': 1, 'omega': 4.5e+16}
1.186987297677871294e-10 1.743991838128745111e-10 2.420171115139580764e-10 2.924626789730067631e-10 3.474450163944884747e-10 4.343439707905713309e-10 5.846217103456733607e-10 9.000074762952041581e-10 1.406304672208194744e-09 1.888364383187551607e-09 2.318745517524793518e-09 3.017967752016823682e-09 4.256974316729412484e-09 6.346477138647737818e-09 1.005864306862802846e-08 1.628796227813521715e-08 2.489393248414225722e-08 3.435365653582953582e-08 4.285980322711617636e-08 4.923970175359614414e-08 5.285422620630596902e-08 5.334920758600801839e-08 5.067903204747680251e-08 4.511552425840012485e-08 3.719202312224240909e-08 2.785492922470645971e-08 1.872002582035192846e-08 1.156698579111980490e-08 7.071497994435662742e-09 4.561379071419838164e-09 3.111190458489434889e-09 2.278841548104959036e-09
1.742837945546552815e-10 2.491496967265110189e-10 3.101662907907289770e-10 3.546095021802748257e-10 4.265586458618082393e-10 5.550215084723691705e-10 8.241780838209834813e-10 1.323684844597897678e-09 1.875087636692861412e-09 2.351678481117439676e-09 3.096355298480460114e-09 4.503040205666940194e-09 7.114181039470333935e-09 1.236455756014919406e-08 2.191042322641985584e-08 3.521464182851042389e-08 4.957196138997173844e-08 6.327854886596652440e-08 7.612977520253408625e-08 8.726668107960253253e-08 9.443318232731703043e-08 9.545172238349040558e-08 8.996393723040728896e-08 7.972658820636432854e-08 6.720753375345934025e-08 5.380316680575572354e-08 3.966838185003360177e-08 2.573826225801925164e-08 1.470258473999626645e-08 8.135057065284716688e-09 4.874016149838072468e-09 3.179511658432535614e-09
2.420187052807317910e-10 3.103393028824639967e-10 3.545626080527638039e-10 4.148100007379997247e-10 5.305080060192173810e-10 7.515695845355029650e-10 1.200934920897834974e-09 1.817512198279663616e-09 2.354514233386474940e-09 3.058185427521977272e-09 4.445561250319750477e-09 7.190226217491274536e-09 1.321071021746622162e-08 2.506404885723527122e-08 4.200718644450210527e-08 6.079089159781968762e-08 8.230401098301151731e-08 1.104922082336626092e-07 1.456173012196987534e-07 1.811064218784221610e-07 2.056305858355459101e-07 2.092822233559787210e-07 1.904407411833442962e-07 1.569671598980875931e-07 1.205094915302382227e-07 8.966647714724546813e-08 6.643122173212136270e-08 4.737783772995219543e-08 2.974757534929357342e-08 1.591567021556375971e-08 8.196356772941003753e-09 4.718858210161188619e-09
2.929699029723146523e-10 3.548164148889686070e-10 4.149073244781024307e-10 5.231748245929171766e-10 7.128712814600805441e-10 1.080169371918597133e-09 1.709123448684204887e-09 2.356939770955918391e-09 3.008669737767488530e-09 4.227772730077095438e-09 6.720286574180113370e-09 1.241649912249921547e-08 2.482040636882926405e-08 4.399291766830088796e-08 6.663469792262719687e-08 9.790971770356990532e-08 1.513906639829266291e-07 2.382350807893745819e-07 3.590987415897826538e-07 4.939896736559635663e-07 5.951239812303606550e-07 6.109661792794806192e-07 5.322001491429310648e-07 4.012420889083763592e-07 2.719554932651248237e-07 1.734505081801010665e-07 1.100492406791279408e-07 7.338990003970623636e-08 4.963505914499825945e-08 2.954634145610580969e-08 1.473413173701133996e-08 7.303327111214997622e-09
3.482797800619924441e-10 4.266040612972524106e-10 5.311177959940776626e-10 7.131203324500605182e-10 1.025872248485084457e-09 1.603761171888990688e-09 2.394403201668023054e-09 3.112367459281735431e-09 4.122311702893594963e-09 6.176293126612233478e-09 1.076521357560177782e-08 2.175725342561581711e-08 4.138911778369392961e-08 6.630460709725758125e-08 1.035617175580896440e-07 1.795296315938260582e-07 3.337149311063587329e-07 6.237251567744890670e-07 1.099451885241015678e-06 1.690108520020323195e-06 2.149546759297883935e-06 2.223924573626874357e-06 1.868319769297332704e-06 1.284675604390365908e-06 7.515100251036330737e-07 4.033948210661479057e-07 2.133862594599849633e-07 1.178495553106750755e-07 7.245870183759444705e-08 4.636985009556163123e-08 2.540028541474138169e-08 1.184193941134260658e-08
4.345220139657140375e-10 5.548271650655832444e-10 7.523527783775553004e-10 1.078620048818240517e-09 1.601731969129892950e-09 2.427957555362347217e-09 3.310809013631262919e-09 4.157702080345225882e-09 5.690335275529736970e-09 8.991057808760785147e-09 1.710154123782233310e-08 3.462472287568587958e-08 5.985546314988201777e-08 9.575117172164116080e-08 1.742039671587234944e-07 3.636567793515028219e-07 8.189356496408648557e-07 1.823865739102314315e-06 3.480082018977020879e-06 5.245455757699320912e-06 6.359639800100468714e-06 6.522701436183067487e-06 5.716500446268349731e-06 4.094783945734271528e-06 2.301409613146626206e-06 1.060313206487656011e-06 4.598115399685343280e-07 2.101662167793573376e-07 1.072871874608867631e-07 6.419006988275918882e-08 3.845756633298234302e-08 1.884510295111889403e-08
5.834966184835073863e-10 8.242324120723788494e-10 1.200539130340773519e-09 1.704676486632928879e-09 2.394038084123552703e-09 3.314574230834028102e-09 4.178862385103417384e-09 5.282481254197601769e-09 7.590315132008145882e-09 1.283752888103887226e-08 2.569259588017037545e-08 4.894947498703788093e-08 8.004212309625009336e-08 1.409387866180792073e-07 3.034061760709552489e-07 7.604142961965271392e-07 2.030711858966252326e-06 4.617470385451000027e-06 7.469919933051634743e-06 8.647212355359071677e-06 8.382971827837940485e-06 8.262012926315508268e-06 8.618717031442256875e-06 8.087963814629008918e-06 5.640987541414935484e-06 2.729938580057096462e-06 1.032934832206733032e-06 3.891141248731681481e-07 1.665592931899028348e-07 8.583087097571909051e-08 5.162615605674980320e-08 2.761943523259571754e-08
8.985963048338025195e-10 1.324002282995744398e-09 1.815372629428528666e-09 2.354757863772919484e-09 3.119846817008976153e-09 4.162357690591403878e-09 5.279405566969811167e-09 7.062620762888792459e-09 1.064673688744830827e-08 1.865948328309479607e-08 3.659555800640722554e-08 6.416087127242226981e-08 1.051200614246624171e-07 2.089459510070636241e-07 5.201372950757425122e-07 1.524636506491098536e-06 4.185578332025149216e-06 7.651377772258389484e-06 7.797770300652094621e-06 4.492751581651459826e-06 1.949884131355722806e-06 1.564329261423506890e-06 3.304292186210167607e-06 6.749711172194807642e-06 8.177262269689862458e-06 5.388099915536639347e-06 2.150941300848814595e-06 7.054982631266655285e-07 2.575518289643470506e-07 1.144986205114545704e-07 6.435479110956336011e-08 3.675791627755665317e-08
1.405001490742868809e-09 1.875609141568756917e-09 2.354599422326042240e-09 3.013395069664623463e-09 4.132887313085724478e-09 5.688229356823264509e-09 7.591501042583326595e-09 1.066180927077693670e-08 1.618633365729690244e-08 2.766051385901967339e-08 5.035913134004117143e-08 8.198131356797580721e-08 1.382740183277487022e-07 3.007536533004700682e-07 8.321615602889323112e-07 2.611397946049058518e-06 6.294030629850988847e-06 7.695069096698054192e-06 3.527411793786995462e-06 9.174016778542860287e-07 1.862143439023794060e-06 2.150894675162523047e-06 9.496363425376358370e-07 1.906190624227237696e-06 6.505311739208890731e-06 7.258704065936026765e-06 3.613515898789458500e-06 1.164069170804176654e-06 3.772708589039396166e-07 1.495914676035491502e-07 7.687909311416479761e-08 4.508335248831805475e-08
1.886737759141886545e-09 2.355621805861701191e-09 3.063924256326556512e-09 4.235174736601152074e-09 6.182177979716741454e-09 8.985944900679567752e-09 1.285228118425323252e-08 1.866992028841223905e-08 2.762445463456412477e-08 4.377102283612352923e-08 7.144050517010604210e-08 1.083552449307577649e-07 1.833206578210956642e-07 4.093726770909525337e-07 1.178824858248994027e-06 3.603423376991846121e-06 7.084257781719764698e-06 5.585390953480038589e-06 2.269402523406581082e-06 4.626673275183876280e-06 6.390956733729834877e-06 6.507476529522516669e-06 5.526635327603185381e-06 2.457333722212037225e-06 3.748698906313962767e-06 7.128323544183918665e-06 4.697948593343776721e-06 1.631427553008948753e-06 5.024351526802187891e-07 1.858943447904505779e-07 8.888430645568174442e-08 5.200236475504460830e-08
