# {'filename': '5AngAgSphere_20220414_201900', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 1, 'li': 1}, 'specimen': {'pos': [2e-09, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 14, 20, 19, 0, 976686), 'endtime': datetime.datetime(2022, 4, 15, 0, 30, 57, 880952)}
# omega	gamma
 (4.557802343635878000e+15+0.000000000000000000e+00j)  (2.619615892197811007e+08-4.761012797497742532e+00j)
 (4.743835092355710000e+15+0.000000000000000000e+00j)  (2.656734475956046283e+08-4.710953110190045479e+00j)
 (4.929867841075541000e+15+0.000000000000000000e+00j)  (2.719515799294041991e+08-4.686295658386423035e+00j)
 (5.115900589795373000e+15+0.000000000000000000e+00j)  (2.811583537925280929e+08-4.687910866585127678e+00j)
 (5.301933338515205000e+15+0.000000000000000000e+00j)  (2.938251935897862315e+08-4.717553826862764588e+00j)
 (5.487966087235037000e+15+0.000000000000000000e+00j)  (3.107187721138444543e+08-4.778068275798743159e+00j)
 (5.673998835954868000e+15+0.000000000000000000e+00j)  (3.329468339032239318e+08-4.873714519744546614e+00j)
 (5.860031584674700000e+15+0.000000000000000000e+00j)  (3.621312723239469528e+08-5.010689332530123608e+00j)
 (6.046064333394533000e+15+0.000000000000000000e+00j)  (4.007005546305217743e+08-5.197958658160155565e+00j)
 (6.232097082114364000e+15+0.000000000000000000e+00j)  (4.524046071005725265e+08-5.448625127733527584e+00j)
 (6.418129830834196000e+15+0.000000000000000000e+00j)  (5.232684743920277953e+08-5.782257230447172880e+00j)
 (6.604162579554027000e+15+0.000000000000000000e+00j)  (6.234714400162074566e+08-6.229048120637243002e+00j)
 (6.790195328273859000e+15+0.000000000000000000e+00j)  (7.713441381647080183e+08-6.837693236440006039e+00j)
 (6.976228076993692000e+15+0.000000000000000000e+00j)  (1.002733511729621887e+09-7.691451136285325951e+00j)
 (7.162260825713523000e+15+0.000000000000000000e+00j)  (1.395886699220240831e+09-8.944041477625454206e+00j)
 (7.348293574433354000e+15+0.000000000000000000e+00j)  (2.149893552664457798e+09-1.090957523499728055e+01j)
 (7.534326323153186000e+15+0.000000000000000000e+00j)  (3.900780591731572628e+09-1.431825560449790302e+01j)
 (7.720359071873018000e+15+0.000000000000000000e+00j)  (9.571620112235706329e+09-2.100813144324558479e+01j)
 (7.906391820592849000e+15+0.000000000000000000e+00j)  (3.905256262728977966e+10-2.523274598918324685e+01j)
 (8.092424569312682000e+15+0.000000000000000000e+00j)  (2.654730980100497437e+10+2.592468922177022961e+01j)
 (8.278457318032512000e+15+0.000000000000000000e+00j)  (6.230941504069470406e+09+1.666276843824986287e+01j)
 (8.464490066752345000e+15+0.000000000000000000e+00j)  (2.404290120482345581e+09+1.069394011720427606e+01j)
 (8.650522815472177000e+15+0.000000000000000000e+00j)  (1.207772031345813990e+09+7.607221920459296349e+00j)
 (8.836555564192009000e+15+0.000000000000000000e+00j)  (7.027882418465720415e+08+5.782071782673279259e+00j)
 (9.022588312911840000e+15+0.000000000000000000e+00j)  (4.485527607140101790e+08+4.591033626283300251e+00j)
 (9.208621061631672000e+15+0.000000000000000000e+00j)  (3.050047106317436099e+08+3.758647557910017589e+00j)
 (9.394653810351504000e+15+0.000000000000000000e+00j)  (2.171783129960041046e+08+3.147448282793486651e+00j)
 (9.580686559071334000e+15+0.000000000000000000e+00j)  (1.601616227606910467e+08+2.681731278713844091e+00j)
 (9.766719307791168000e+15+0.000000000000000000e+00j)  (1.214208205055404305e+08+2.316542192345632412e+00j)
 (9.952752056510998000e+15+0.000000000000000000e+00j)  (9.412973053445829451e+07+2.023568751380838471e+00j)
 (1.013878480523083000e+16+0.000000000000000000e+00j)  (7.433203957836669683e+07+1.784121660934783193e+00j)
 (1.032481755395066200e+16+0.000000000000000000e+00j)  (5.961682145934319496e+07+1.585381838503807206e+00j)
 (1.051085030267049400e+16+0.000000000000000000e+00j)  (4.845295302715057135e+07+1.418272479419712795e+00j)
 (1.069688305139032600e+16+0.000000000000000000e+00j)  (3.983382650294895470e+07+1.276192091208862012e+00j)
 (1.088291580011015800e+16+0.000000000000000000e+00j)  (3.307791808313132077e+07+1.154228475501537510e+00j)
 (1.106894854882999000e+16+0.000000000000000000e+00j)  (2.771197734894665331e+07+1.048653674040444850e+00j)
 (1.125498129754982000e+16+0.000000000000000000e+00j)  (2.340006728315380216e+07+9.565894705631804440e-01j)
 (1.144101404626965200e+16+0.000000000000000000e+00j)  (1.989907251320370287e+07+8.757799291135801578e-01j)
 (1.162704679498948400e+16+0.000000000000000000e+00j)  (1.703001984245099872e+07+8.044330892243604092e-01j)
 (1.181307954370931400e+16+0.000000000000000000e+00j)  (1.465913378879755735e+07+7.411085054174056941e-01j)
 (1.199911229242914800e+16+0.000000000000000000e+00j)  (1.268504768781867623e+07+6.846358782328197945e-01j)
 (1.218514504114897800e+16+0.000000000000000000e+00j)  (1.103000042911962606e+07+6.340552054006237670e-01j)
 (1.237117778986881200e+16+0.000000000000000000e+00j)  (9.633669641463974491e+06+5.885721052029366795e-01j)
 (1.255721053858864400e+16+0.000000000000000000e+00j)  (8.448782577036861330e+06+5.475240141653394677e-01j)
 (1.274324328730847600e+16+0.000000000000000000e+00j)  (7.437946860656030476e+06+5.103542979921196210e-01j)
 (1.292927603602830600e+16+0.000000000000000000e+00j)  (6.571331692129530944e+06+4.765922001862044621e-01j)
 (1.311530878474813800e+16+0.000000000000000000e+00j)  (5.824950627833842300e+06+4.458371520033719282e-01j)
 (1.330134153346796800e+16+0.000000000000000000e+00j)  (5.179375664984127507e+06+4.177463786671372081e-01j)
 (1.348737428218780000e+16+0.000000000000000000e+00j)  (4.618764339455175214e+06+3.920250235975685227e-01j)
 (1.367340703090763400e+16+0.000000000000000000e+00j)  (4.130116597174481023e+06+3.684182151596837040e-01j)
