# {'filename': '5AngAgSphere_20220414_201639', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 1, 'li': 1}, 'specimen': {'pos': [1e-09, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 14, 20, 16, 39, 289500), 'endtime': datetime.datetime(2022, 4, 15, 0, 12, 22, 668857)}
# omega	gamma
 (4.557802343635878000e+15+0.000000000000000000e+00j)  (3.196879194321287274e+08-8.522473925158420727e+00j)
 (4.743835092355710000e+15+0.000000000000000000e+00j)  (3.250577534865661263e+08-8.422681411350337655e+00j)
 (4.929867841075541000e+15+0.000000000000000000e+00j)  (3.335875181677386165e+08-8.368774585522411158e+00j)
 (5.115900589795373000e+15+0.000000000000000000e+00j)  (3.457468187017229795e+08-8.362123516258932909e+00j)
 (5.301933338515205000e+15+0.000000000000000000e+00j)  (3.622174709554370642e+08-8.405678951548321010e+00j)
 (5.487966087235037000e+15+0.000000000000000000e+00j)  (3.839777775790007114e+08-8.504326258967381591e+00j)
 (5.673998835954868000e+15+0.000000000000000000e+00j)  (4.124370020992155075e+08-8.665458251242373677e+00j)
 (5.860031584674700000e+15+0.000000000000000000e+00j)  (4.496551226603404880e+08-8.899886256044496236e+00j)
 (6.046064333394533000e+15+0.000000000000000000e+00j)  (4.987140215876147151e+08-9.223301662451255822e+00j)
 (6.232097082114364000e+15+0.000000000000000000e+00j)  (5.643710693516578674e+08-9.658678130132591022e+00j)
 (6.418129830834196000e+15+0.000000000000000000e+00j)  (6.542698870535707474e+08-1.024036466414604263e+01j)
 (6.604162579554027000e+15+0.000000000000000000e+00j)  (7.813266690148500204e+08-1.102139528607293784e+01j)
 (6.790195328273859000e+15+0.000000000000000000e+00j)  (9.688076724017411470e+08-1.208733602932465168e+01j)
 (6.976228076993692000e+15+0.000000000000000000e+00j)  (1.262229294787975311e+09-1.358451634349284376e+01j)
 (7.162260825713523000e+15+0.000000000000000000e+00j)  (1.760989224781621695e+09-1.578312773518228340e+01j)
 (7.348293574433354000e+15+0.000000000000000000e+00j)  (2.718117020920996666e+09-1.923528379289949086e+01j)
 (7.534326323153186000e+15+0.000000000000000000e+00j)  (4.942408160682615280e+09-2.522436003323829468e+01j)
 (7.720359071873018000e+15+0.000000000000000000e+00j)  (1.215346190169300842e+10-3.697977455840745620e+01j)
 (7.906391820592849000e+15+0.000000000000000000e+00j)  (4.969165356537188721e+10-4.438082321541470776e+01j)
 (8.092424569312682000e+15+0.000000000000000000e+00j)  (3.385057011378444672e+10+4.556226968072790129e+01j)
 (8.278457318032512000e+15+0.000000000000000000e+00j)  (7.961651844976760864e+09+2.926217504775970468e+01j)
 (8.464490066752345000e+15+0.000000000000000000e+00j)  (3.078457521898822308e+09+1.876598249957029552e+01j)
 (8.650522815472177000e+15+0.000000000000000000e+00j)  (1.549605123949810982e+09+1.333951361276588621e+01j)
 (8.836555564192009000e+15+0.000000000000000000e+00j)  (9.035320796384900808e+08+1.013173355116206587e+01j)
 (9.022588312911840000e+15+0.000000000000000000e+00j)  (5.778419841312277317e+08+8.039016995797465981e+00j)
 (9.208621061631672000e+15+0.000000000000000000e+00j)  (3.937061873629835248e+08+6.576909974441794482e+00j)
