# {'filename': '5nmAgSph_EE1MM0EM0_li6_lf5_xp0.0', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 5, 'li': 6}, 'specimen': {'pos': [0.0, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1.5e-08, 1.5e-08], 'yrange': [-1.5e-08, 1.5e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 19, 8, 48, 1, 748794), 'endtime': datetime.datetime(2022, 4, 19, 14, 16, 28, 646275)}
# omega	gamma
6.000000000000000000e+15 4.352854335605410597e+03
6.081632653061224000e+15 4.554700961512710819e+03
6.163265306122448000e+15 4.785048609961393595e+03
6.244897959183673000e+15 5.048874181212314397e+03
6.326530612244898000e+15 5.352369108727049934e+03
6.408163265306123000e+15 5.703312691917849406e+03
6.489795918367347000e+15 6.111587676950995046e+03
6.571428571428571000e+15 6.589903750623134329e+03
6.653061224489796000e+15 7.154830730895879242e+03
6.734693877551020000e+15 7.828303022931163468e+03
6.816326530612244000e+15 8.639858275172058711e+03
6.897959183673469000e+15 9.630050322219289228e+03
6.979591836734693000e+15 1.085579655684707723e+04
7.061224489795919000e+15 1.239902009984087090e+04
7.142857142857143000e+15 1.438112101348194483e+04
7.224489795918367000e+15 1.698821949755133755e+04
7.306122448979592000e+15 2.051733443301079387e+04
7.387755102040816000e+15 2.546571106963069542e+04
7.469387755102040000e+15 3.271541716794690365e+04
7.551020408163265000e+15 4.394592423795990908e+04
7.632653061224490000e+15 6.264490431066649035e+04
7.714285714285714000e+15 9.684363737133095856e+04
7.795918367346939000e+15 1.670089577864538005e+05
7.877551020408163000e+15 3.225937699306364520e+05
7.959183673469388000e+15 5.488085194427870447e+05
8.040816326530612000e+15 4.305561828548233607e+05
8.122448979591836000e+15 2.092917363859994512e+05
8.204081632653062000e+15 1.066754042169897730e+05
8.285714285714285000e+15 6.132616094167089614e+04
8.367346938775511000e+15 3.879173811247365666e+04
8.448979591836735000e+15 2.631164857702077279e+04
8.530612244897959000e+15 1.879248340304281010e+04
8.612244897959184000e+15 1.395982344957790701e+04
8.693877551020408000e+15 1.069335445885046101e+04
8.775510204081632000e+15 8.395216918168405755e+03
8.857142857142857000e+15 6.724908553436229340e+03
8.938775510204082000e+15 5.477869696301264412e+03
9.020408163265306000e+15 4.525637594051233464e+03
9.102040816326530000e+15 3.784470636989541617e+03
9.183673469387756000e+15 3.198016830312787079e+03
9.265306122448980000e+15 2.727303316358887514e+03
9.346938775510204000e+15 2.344727685122958064e+03
9.428571428571428000e+15 2.030328535204621403e+03
9.510204081632654000e+15 1.769401720724540382e+03
9.591836734693878000e+15 1.550936657896682846e+03
9.673469387755102000e+15 1.366566602548875608e+03
9.755102040816326000e+15 1.209849234212496185e+03
9.836734693877552000e+15 1.075764350336892676e+03
9.918367346938776000e+15 9.603571811192035739e+02
1.000000000000000000e+16 8.604812095494243067e+02
