# {'filename': '5nmAgSph_EE1MM0EM0_li1_lf0_xp1e-09', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': 0, 'li': 1}, 'specimen': {'pos': [1e-09, 0, 0], 'polsmultipliers': (1, 0, 0), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 18, 17, 11, 21, 498705), 'endtime': datetime.datetime(2022, 4, 18, 22, 25, 10, 523355)}
# omega	gamma
6.000000000000000000e+15 5.592134682900767773e+06
6.081632653061224000e+15 5.928716024660559371e+06
6.163265306122448000e+15 6.310147710784679279e+06
6.244897959183673000e+15 6.744600797832274809e+06
6.326530612244898000e+15 7.242248573702572845e+06
6.408163265306123000e+15 7.815888048988297582e+06
6.489795918367347000e+15 8.481799590740924701e+06
6.571428571428571000e+15 9.260955154465178028e+06
6.653061224489796000e+15 1.018074659150463529e+07
6.734693877551020000e+15 1.127750659956179932e+07
6.816326530612244000e+15 1.260026654008886404e+07
6.897959183673469000e+15 1.421649575977041572e+07
6.979591836734693000e+15 1.622111057786039636e+07
7.061224489795919000e+15 1.875106193644365296e+07
7.142857142857143000e+15 2.200981032962545380e+07
7.224489795918367000e+15 2.631010644785916433e+07
7.306122448979592000e+15 3.215241914713602513e+07
7.387755102040816000e+15 4.037698992350457609e+07
7.469387755102040000e+15 5.247882160224314779e+07
7.551020408163265000e+15 7.131360093180014193e+07
7.632653061224490000e+15 1.028326260253243446e+08
7.714285714285714000e+15 1.607968415406895578e+08
7.795918367346939000e+15 2.804644486919052005e+08
7.877551020408163000e+15 5.478940519866356850e+08
7.959183673469388000e+15 9.426174177049669027e+08
8.040816326530612000e+15 7.478085206671354771e+08
8.122448979591836000e+15 3.675623968864680529e+08
8.204081632653062000e+15 1.894238404802242517e+08
8.285714285714285000e+15 1.100983636711550951e+08
8.367346938775511000e+15 7.040652737270541489e+07
8.448979591836735000e+15 4.827637369790785015e+07
8.530612244897959000e+15 3.485446151259011030e+07
8.612244897959184000e+15 2.617079376809867471e+07
8.693877551020408000e+15 2.026232389113824069e+07
8.775510204081632000e+15 1.607760982036739960e+07
8.857142857142857000e+15 1.301567083912418969e+07
8.938775510204082000e+15 1.071418642169488966e+07
9.020408163265306000e+15 8.944821666241100058e+06
9.102040816326530000e+15 7.558209192699148320e+06
9.183673469387756000e+15 6.453482862306397408e+06
9.265306122448980000e+15 5.560638206641382538e+06
9.346938775510204000e+15 4.829919144898059778e+06
9.428571428571428000e+15 4.225214979078165255e+06
9.510204081632654000e+15 3.719829984841852449e+06
9.591836734693878000e+15 3.293701820642939769e+06
9.673469387755102000e+15 2.931529827198363841e+06
9.755102040816326000e+15 2.621489256415356882e+06
9.836734693877552000e+15 2.354331410969538614e+06
9.918367346938776000e+15 2.122743141511153430e+06
1.000000000000000000e+16 1.920883929711449426e+06
