# {'filename': '5nmAgSph_EE0MM0EM1_li-1_lf-1_xp4e-09', 'beam': {'qz': 199725854668.28848, 'v': 133707436.268, 'q_colector': 1997258546.682885, 'q_aperture': 1997258546.682885, 'lf': -1, 'li': -1}, 'specimen': {'pos': [4e-09, 0, 0], 'polsmultipliers': (0, 0, 1), 'shereradius': 5e-10, 'omega_p': 1.3825333775695496e+16, 'gamma_p': 227890117181793.88}, 'calculation': {'xrange': [-1e-08, 1e-08], 'yrange': [-1e-08, 1e-08], 'numxpoints': 50, 'numypoints': 50}, 'starttime': datetime.datetime(2022, 4, 15, 22, 35, 30, 523409), 'endtime': datetime.datetime(2022, 4, 16, 3, 25, 8, 30380)}
# omega	gamma
 (6.000000000000000000e+15+0.000000000000000000e+00j)  (2.249429664122956991e+08-5.251796445308282157e-01j)
 (6.081632653061224000e+15+0.000000000000000000e+00j)  (2.353663931788824499e+08-5.351397451038591990e-01j)
 (6.163265306122448000e+15+0.000000000000000000e+00j)  (2.472619028317268491e+08-5.463958796563687104e-01j)
 (6.244897959183673000e+15+0.000000000000000000e+00j)  (2.608865220581105053e+08-5.591094703620222983e-01j)
 (6.326530612244898000e+15+0.000000000000000000e+00j)  (2.765600002153751254e+08-5.734740811963365825e-01j)
 (6.408163265306123000e+15+0.000000000000000000e+00j)  (2.946840889823015928e+08-5.897234402478496174e-01j)
 (6.489795918367347000e+15+0.000000000000000000e+00j)  (3.157691678986634016e+08-6.081420033918959467e-01j)
 (6.571428571428571000e+15+0.000000000000000000e+00j)  (3.404716067251194715e+08-6.290790290704270094e-01j)
 (6.653061224489796000e+15+0.000000000000000000e+00j)  (3.696471207949266434e+08-6.529676114007296750e-01j)
 (6.734693877551020000e+15+0.000000000000000000e+00j)  (4.044284627796551585e+08-6.803507892298834570e-01j)
 (6.816326530612244000e+15+0.000000000000000000e+00j)  (4.463410287792510390e+08-7.119179681281544436e-01j)
 (6.897959183673469000e+15+0.000000000000000000e+00j)  (4.974791047008470297e+08-7.485566512185426458e-01j)
 (6.979591836734693000e+15+0.000000000000000000e+00j)  (5.607820062503131628e+08-7.914273976752961293e-01j)
 (7.061224489795919000e+15+0.000000000000000000e+00j)  (6.404803609761682749e+08-8.420748314903043763e-01j)
 (7.142857142857143000e+15+0.000000000000000000e+00j)  (7.428433982536023855e+08-9.025959875326144966e-01j)
 (7.224489795918367000e+15+0.000000000000000000e+00j)  (8.774824943873918056e+08-9.759021657281728990e-01j)
 (7.306122448979592000e+15+0.000000000000000000e+00j)  (1.059735793493646026e+09-1.066136956802830049e+00j)
 (7.387755102040816000e+15+0.000000000000000000e+00j)  (1.315280984184228659e+09-1.179359687953622116e+00j)
 (7.469387755102040000e+15+0.000000000000000000e+00j)  (1.689667561373398304e+09-1.324678249473838276e+00j)
 (7.551020408163265000e+15+0.000000000000000000e+00j)  (2.269621725500308990e+09-1.516085964461803437e+00j)
 (7.632653061224490000e+15+0.000000000000000000e+00j)  (3.235241509513787746e+09-1.774971492717703825e+00j)
 (7.714285714285714000e+15+0.000000000000000000e+00j)  (5.001245046505950928e+09-2.129992172642251269e+00j)
 (7.795918367346939000e+15+0.000000000000000000e+00j)  (8.624479639644674301e+09-2.584976379103687272e+00j)
 (7.877551020408163000e+15+0.000000000000000000e+00j)  (1.665847400650289154e+10-2.833654568518736205e+00j)
 (7.959183673469388000e+15+0.000000000000000000e+00j)  (2.833910956293938828e+10-1.048309132521719977e+00j)
 (8.040816326530612000e+15+0.000000000000000000e+00j)  (2.223214239471155548e+10+2.215242033560747448e+00j)
 (8.122448979591836000e+15+0.000000000000000000e+00j)  (1.080661578398142624e+10+2.591742878058304722e+00j)
 (8.204081632653062000e+15+0.000000000000000000e+00j)  (5.507925890647862434e+09+2.112868950921215294e+00j)
 (8.285714285714285000e+15+0.000000000000000000e+00j)  (3.166326887056293488e+09+1.681327154235644272e+00j)
 (8.367346938775511000e+15+0.000000000000000000e+00j)  (2.002789973707595348e+09+1.366011366194017862e+00j)
